Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,customer_key,travel_key,flight_key,date_key,airline_Key
1,5,0,3,5,0,5,5,1,2,5,4,1,5,1,0.0,neutral or dissatisfied,142,1,1949,600,5
2,2,3,2,4,2,1,4,4,4,4,3,4,1,0,0.0,satisfied,76,2,2612,305,6
2,3,2,2,4,2,1,4,2,1,2,1,3,4,0,0.0,neutral or dissatisfied,129,3,3445,130,1
4,4,4,4,3,3,3,3,3,3,5,4,5,3,0,0.0,satisfied,42,2,1066,588,3
4,4,1,4,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,16,2,3380,204,1
4,2,2,2,1,3,4,4,4,4,4,1,4,2,80,90.0,neutral or dissatisfied,30,2,3492,344,6
2,2,1,3,5,1,5,5,2,2,1,4,3,5,0,6.0,neutral or dissatisfied,4,3,1247,572,6
1,1,2,1,5,3,2,4,4,4,4,5,4,1,0,2.0,satisfied,7,2,2256,315,4
1,1,1,1,4,4,4,4,5,3,4,4,4,4,0,0.0,satisfied,126,2,1750,25,5
4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,35,2,3199,400,4
5,5,5,5,5,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,12,2,2050,449,3
4,4,4,4,5,4,3,4,4,4,4,1,4,1,29,23.0,neutral or dissatisfied,23,2,563,254,2
3,1,3,4,3,3,4,3,4,3,3,2,3,3,29,29.0,neutral or dissatisfied,91,3,911,416,4
5,5,5,2,3,5,3,3,3,2,5,4,5,3,12,11.0,satisfied,22,4,1384,432,6
4,2,2,2,4,4,4,4,2,3,4,4,4,4,0,3.0,neutral or dissatisfied,47,2,3089,232,1
4,4,4,4,5,5,5,2,2,2,2,4,2,5,10,6.0,satisfied,50,2,1677,499,5
1,5,1,4,3,5,4,1,1,1,1,3,1,4,10,5.0,neutral or dissatisfied,100,1,2230,120,2
3,3,5,3,3,5,5,3,3,4,3,3,3,2,0,0.0,satisfied,131,2,384,674,3
3,2,2,1,4,2,4,4,3,5,5,3,5,4,11,12.0,neutral or dissatisfied,2,4,3299,690,1
3,3,3,3,5,3,5,5,5,2,4,4,5,5,0,0.0,neutral or dissatisfied,164,2,2713,727,4
0,0,1,2,4,1,4,4,3,3,4,4,5,4,0,0.0,satisfied,85,2,3786,604,3
1,0,0,2,4,1,4,4,3,2,1,2,2,4,11,0.0,neutral or dissatisfied,45,4,2157,52,1
2,2,2,2,3,3,3,3,5,4,5,5,5,3,6,0.0,satisfied,92,2,587,594,6
4,0,4,4,5,4,4,5,3,1,4,3,3,5,5,41.0,neutral or dissatisfied,94,4,1953,96,4
2,2,0,3,3,0,3,3,2,1,3,4,4,3,0,2.0,neutral or dissatisfied,87,3,590,574,3
4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,1.0,neutral or dissatisfied,134,3,1634,373,1
4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,75,2,3222,184,6
5,5,3,5,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,36,2,3500,509,3
0,5,0,3,4,0,4,4,5,2,4,3,4,4,0,0.0,satisfied,69,6,644,302,5
2,2,2,2,4,4,4,4,1,5,1,4,1,4,6,0.0,satisfied,103,2,364,39,5
3,3,3,3,4,4,5,4,4,4,4,5,4,4,19,14.0,satisfied,35,2,1178,551,2
1,5,5,5,1,1,3,1,3,5,3,3,3,1,50,51.0,neutral or dissatisfied,196,5,1665,677,6
4,4,4,3,4,4,4,4,2,5,3,2,5,4,35,34.0,satisfied,22,4,3082,219,5
4,0,4,3,5,4,5,5,4,3,4,3,5,5,0,0.0,satisfied,118,3,2660,492,5
3,5,3,4,5,3,5,5,4,2,5,1,5,5,24,29.0,neutral or dissatisfied,37,4,2,191,6
3,5,3,3,1,3,1,1,5,4,4,3,4,1,0,0.0,neutral or dissatisfied,125,4,1565,249,6
2,4,2,4,2,2,4,2,5,2,4,4,3,2,0,15.0,neutral or dissatisfied,151,6,2969,411,3
4,3,4,3,2,4,2,2,3,3,3,2,1,2,60,46.0,neutral or dissatisfied,200,4,3543,557,1
5,5,5,3,5,5,1,5,5,5,5,5,4,5,0,0.0,satisfied,14,4,2038,399,5
4,5,5,5,4,4,4,4,1,4,5,2,4,4,0,0.0,satisfied,13,4,381,86,5
4,4,2,4,3,4,3,3,2,3,3,5,4,3,86,92.0,satisfied,15,4,990,299,3
0,3,0,3,4,0,4,4,4,1,2,1,3,4,3,3.0,satisfied,79,3,828,663,6
4,1,1,1,4,2,2,4,4,4,4,1,4,5,0,0.0,satisfied,52,4,3161,575,5
3,3,3,3,5,5,5,5,4,3,5,4,4,5,10,5.0,satisfied,69,2,781,614,6
1,1,1,1,4,4,5,5,5,5,5,4,5,4,0,6.0,satisfied,93,2,3752,712,3
3,0,3,1,3,3,3,3,5,1,4,1,2,3,0,0.0,neutral or dissatisfied,240,4,2722,679,4
4,4,5,4,4,4,4,5,3,4,5,4,4,4,0,0.0,satisfied,113,2,510,376,3
1,1,1,2,1,2,2,4,4,4,4,2,4,2,163,186.0,neutral or dissatisfied,34,2,1615,62,3
5,2,2,2,5,5,5,1,3,1,4,5,3,5,135,140.0,satisfied,64,5,2599,694,5
3,3,3,5,2,4,5,1,1,3,1,5,1,2,0,0.0,neutral or dissatisfied,21,3,2602,233,1
4,0,5,1,5,5,4,5,4,2,5,3,4,5,53,49.0,satisfied,29,2,3028,334,2
1,1,1,1,4,5,4,5,5,4,5,5,5,4,0,0.0,satisfied,23,2,3307,130,4
2,3,2,1,2,2,2,2,4,5,1,2,1,2,0,0.0,neutral or dissatisfied,28,3,1238,249,6
2,4,2,1,1,2,1,1,4,3,3,5,4,1,0,0.0,neutral or dissatisfied,62,3,1817,3,1
1,1,1,1,3,5,5,5,5,5,5,5,5,3,33,26.0,satisfied,16,2,1678,301,4
1,1,1,1,3,4,4,4,4,4,4,5,4,5,1,0.0,satisfied,97,2,3411,398,6
3,1,3,3,3,5,5,1,3,4,4,5,4,5,0,13.0,neutral or dissatisfied,10,5,622,723,5
3,3,3,3,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,36,2,598,3,6
4,4,4,1,4,4,4,4,3,5,5,3,5,4,20,8.0,neutral or dissatisfied,6,3,1239,436,1
3,3,3,3,5,4,5,4,4,4,4,4,4,5,0,1.0,satisfied,59,2,509,573,2
1,3,3,3,1,1,1,1,1,2,2,2,3,1,0,0.0,neutral or dissatisfied,74,4,423,407,5
4,4,4,3,4,4,5,4,4,2,5,4,5,4,50,42.0,satisfied,71,2,1669,397,3
4,0,4,4,4,2,2,5,3,4,5,2,4,2,204,218.0,satisfied,139,2,1758,573,3
3,3,3,4,3,3,3,3,4,4,3,2,4,3,0,16.0,neutral or dissatisfied,9,4,455,508,5
3,3,4,4,4,4,4,4,2,1,4,2,3,4,29,21.0,neutral or dissatisfied,5,1,1470,428,5
5,5,3,5,3,4,5,5,5,4,5,5,5,1,0,0.0,satisfied,20,2,2301,10,6
2,5,2,3,4,2,4,4,3,3,4,4,5,4,0,0.0,neutral or dissatisfied,137,3,3789,417,3
5,5,5,5,1,5,3,5,5,5,5,4,5,1,7,0.0,satisfied,17,2,159,245,3
5,1,1,1,5,5,5,5,3,3,1,2,5,5,5,0.0,satisfied,64,4,3207,19,2
2,1,1,1,2,2,2,2,1,4,4,1,4,2,0,0.0,neutral or dissatisfied,72,5,3199,724,4
4,3,3,3,2,4,2,4,4,4,4,1,4,2,3,0.0,satisfied,41,4,758,62,3
1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,3.0,satisfied,7,2,285,707,6
4,2,4,3,1,4,1,1,1,4,4,3,4,1,0,0.0,neutral or dissatisfied,64,3,1075,595,5
4,1,4,3,1,4,1,1,2,3,3,4,3,1,6,0.0,neutral or dissatisfied,5,3,2009,543,1
3,5,2,2,4,2,4,4,3,4,1,5,5,4,3,4.0,neutral or dissatisfied,24,3,717,403,2
2,5,2,3,3,2,3,3,3,2,3,3,4,3,41,20.0,neutral or dissatisfied,113,3,3312,42,3
2,2,2,2,4,5,5,4,4,4,4,4,4,3,57,42.0,satisfied,36,2,1909,219,4
3,3,3,3,1,3,1,1,5,5,5,5,5,1,0,4.0,neutral or dissatisfied,237,2,1017,267,5
2,2,2,2,3,2,3,3,2,1,2,3,2,3,4,21.0,neutral or dissatisfied,207,5,2127,239,6
3,3,3,3,4,4,5,4,4,5,4,3,4,4,16,0.0,satisfied,20,2,3251,296,4
2,0,2,4,1,2,1,1,4,2,4,5,4,1,0,0.0,neutral or dissatisfied,88,2,1886,465,6
1,1,1,1,2,1,2,5,5,5,5,2,5,3,1,3.0,satisfied,7,2,967,370,2
3,3,3,4,4,3,1,4,3,2,4,5,4,4,34,18.0,neutral or dissatisfied,183,2,837,713,6
1,1,1,1,5,5,4,5,5,5,4,1,5,3,114,111.0,satisfied,15,2,2062,423,6
4,4,4,4,5,5,5,5,5,5,5,3,5,3,0,7.0,satisfied,20,2,94,490,2
2,2,2,2,3,5,4,4,4,4,4,3,4,3,15,17.0,satisfied,107,2,1047,343,2
2,4,2,4,2,2,2,2,2,4,2,1,3,2,1,0.0,neutral or dissatisfied,120,3,3152,674,3
3,5,3,5,4,3,4,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied,21,3,2392,721,2
1,2,2,3,2,2,2,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied,32,2,3627,688,1
2,2,2,2,2,3,2,2,2,5,4,4,3,2,0,0.0,neutral or dissatisfied,62,2,2616,620,1
3,3,5,3,5,5,5,5,4,5,5,4,5,5,23,25.0,satisfied,4,2,1429,102,3
3,5,3,4,1,3,1,1,4,2,2,2,5,1,0,0.0,neutral or dissatisfied,15,3,3179,287,4
2,4,2,2,2,5,4,5,5,2,5,3,5,5,13,12.0,neutral or dissatisfied,110,3,926,47,3
3,3,2,3,3,4,3,3,1,2,3,5,5,3,0,0.0,satisfied,169,4,2508,48,1
1,1,1,1,1,5,2,3,3,2,3,5,3,3,0,0.0,satisfied,8,2,2805,387,1
4,4,4,4,3,3,3,5,3,4,4,3,4,3,4,13.0,satisfied,23,2,365,301,2
3,2,4,2,3,3,3,1,3,4,3,3,4,3,140,127.0,neutral or dissatisfied,93,2,2472,178,3
3,3,3,3,1,4,3,3,3,3,3,1,3,4,12,1.0,neutral or dissatisfied,283,2,94,291,2
4,4,4,1,4,4,4,4,3,2,4,5,5,4,18,17.0,neutral or dissatisfied,213,2,3174,36,6
4,4,4,2,1,4,1,1,5,1,4,2,2,1,0,0.0,satisfied,8,3,1558,410,2
3,3,3,3,3,5,5,5,5,5,5,4,5,4,20,23.0,satisfied,33,2,386,730,4
2,1,1,1,2,3,4,2,2,2,2,4,2,1,27,28.0,neutral or dissatisfied,89,2,919,127,5
1,3,1,4,2,4,4,2,2,1,2,2,2,1,12,0.0,neutral or dissatisfied,36,3,1642,564,2
5,4,5,2,4,5,4,4,1,4,4,1,1,4,0,0.0,satisfied,2,4,3287,280,2
1,3,1,5,1,1,1,1,3,5,4,5,2,1,0,0.0,neutral or dissatisfied,32,4,2518,262,1
3,3,3,3,1,2,2,3,3,3,3,3,3,4,51,61.0,neutral or dissatisfied,21,3,2238,308,1
3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,11.0,satisfied,15,2,3614,28,4
1,3,1,3,5,1,5,5,2,1,4,2,4,5,3,1.0,neutral or dissatisfied,77,3,155,45,6
4,3,3,3,5,4,3,5,5,4,5,4,5,3,26,6.0,neutral or dissatisfied,36,4,2018,590,3
4,4,3,4,3,3,3,3,2,1,1,1,2,3,0,0.0,satisfied,4,2,1483,551,5
1,1,1,1,4,4,4,1,1,1,1,4,1,1,12,6.0,neutral or dissatisfied,20,4,733,469,4
1,1,1,1,5,4,1,4,4,4,5,3,4,2,0,0.0,satisfied,104,2,37,651,6
4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,4.0,satisfied,8,2,2374,716,5
4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,9.0,satisfied,38,2,2576,249,3
5,5,5,5,4,4,4,4,4,2,4,4,5,4,4,15.0,satisfied,77,2,3196,690,6
1,1,1,4,5,1,5,5,2,5,4,3,3,5,6,0.0,neutral or dissatisfied,80,1,2068,508,6
1,5,1,1,2,1,3,2,2,2,3,5,5,2,0,0.0,neutral or dissatisfied,42,1,2890,162,6
5,5,5,5,4,5,4,4,2,3,4,3,4,4,44,39.0,satisfied,2,4,942,628,6
1,4,1,3,2,1,2,2,4,5,4,5,4,2,17,0.0,neutral or dissatisfied,123,3,1894,455,3
1,1,1,2,3,1,3,3,4,3,2,1,3,3,22,55.0,neutral or dissatisfied,119,3,3301,245,3
5,4,5,4,5,5,5,2,2,5,2,4,2,5,9,0.0,satisfied,153,6,2427,129,6
1,5,1,4,2,1,5,2,3,4,3,4,5,2,15,8.0,neutral or dissatisfied,66,3,1354,672,6
0,0,0,4,5,0,5,5,1,5,1,1,3,5,0,0.0,satisfied,10,4,1772,98,4
3,4,3,4,4,3,4,4,3,5,4,4,4,4,25,20.0,neutral or dissatisfied,140,1,3481,694,5
4,4,4,1,5,5,3,3,3,4,3,1,3,1,88,71.0,neutral or dissatisfied,75,3,1339,114,4
4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,74,2,2774,334,6
3,2,2,2,3,3,3,3,2,3,4,1,4,3,2,16.0,satisfied,5,4,1696,709,2
4,0,4,5,2,4,5,2,4,3,5,5,4,2,0,0.0,satisfied,10,4,2705,216,6
5,5,5,5,3,2,3,3,3,2,5,5,5,3,0,0.0,satisfied,90,2,1242,405,2
2,3,3,3,5,2,1,2,2,2,2,3,2,3,56,47.0,neutral or dissatisfied,25,2,464,383,1
3,4,3,3,5,5,5,5,2,4,4,5,5,5,0,0.0,satisfied,108,2,2442,458,2
2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied,20,2,1169,141,4
4,5,5,5,5,4,4,4,2,2,3,4,5,4,213,204.0,satisfied,118,5,2946,558,2
1,1,1,1,3,2,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied,56,4,2626,376,1
4,4,4,4,4,4,4,4,3,1,2,3,3,4,49,38.0,neutral or dissatisfied,169,2,3101,33,4
2,0,2,2,4,2,3,4,2,3,4,2,1,4,0,0.0,neutral or dissatisfied,32,4,2286,553,3
5,2,2,2,5,5,5,5,3,3,3,4,1,5,0,24.0,satisfied,40,5,1915,728,3
1,1,1,1,3,3,3,3,2,4,2,2,5,3,0,0.0,satisfied,122,2,644,513,1
2,5,5,5,2,2,2,2,2,1,4,4,4,2,59,54.0,neutral or dissatisfied,17,5,3358,265,2
4,4,4,4,4,5,4,3,3,4,3,4,3,4,0,0.0,satisfied,73,2,1213,187,1
5,5,2,5,4,4,4,5,5,4,5,4,4,4,283,317.0,satisfied,153,2,3002,121,6
3,3,3,3,4,4,5,4,4,4,5,3,4,5,0,0.0,satisfied,109,2,2252,88,5
2,2,2,4,5,2,5,5,1,4,3,2,4,5,0,0.0,neutral or dissatisfied,34,4,162,538,5
4,2,2,2,4,4,4,2,3,3,3,4,1,4,0,19.0,neutral or dissatisfied,64,4,1358,551,4
5,5,5,5,5,4,4,5,2,3,5,4,4,4,0,0.0,satisfied,33,2,1176,373,1
3,3,2,3,5,5,5,5,5,4,3,2,4,5,0,0.0,satisfied,137,2,856,150,5
2,4,2,2,4,4,4,5,5,2,5,5,5,1,1,0.0,neutral or dissatisfied,75,3,3323,353,1
2,5,2,2,4,2,4,4,5,5,1,3,2,4,18,5.0,neutral or dissatisfied,113,3,1618,480,3
2,2,4,2,2,4,5,4,4,4,4,4,4,4,11,4.0,satisfied,25,2,1561,470,1
4,4,4,4,2,4,2,2,2,4,3,4,4,2,26,21.0,neutral or dissatisfied,179,4,345,464,1
0,0,0,4,3,5,5,1,1,1,1,5,1,5,3,2.0,satisfied,100,2,105,355,6
2,2,2,2,2,2,1,2,2,2,2,3,2,1,10,0.0,neutral or dissatisfied,56,4,2329,345,1
2,2,2,2,1,2,3,5,5,5,5,3,5,4,0,0.0,satisfied,127,2,3804,611,6
4,4,4,4,2,5,5,2,2,2,2,4,2,4,0,0.0,satisfied,23,2,158,537,6
3,5,3,5,3,3,3,3,3,4,4,3,5,3,0,0.0,neutral or dissatisfied,97,3,951,622,4
4,4,4,4,2,2,3,4,4,4,4,2,4,2,0,0.0,neutral or dissatisfied,129,2,601,613,4
4,0,4,4,4,5,5,3,3,4,3,3,3,4,0,0.0,neutral or dissatisfied,21,3,920,369,1
2,2,2,2,2,4,4,5,5,5,5,3,5,3,5,0.0,satisfied,25,2,3066,123,3
3,1,3,2,1,3,1,1,1,4,2,1,3,1,0,0.0,neutral or dissatisfied,9,4,2280,437,2
2,2,2,2,4,1,3,4,4,5,4,1,4,3,0,1.0,satisfied,60,2,423,266,1
4,5,5,5,3,4,3,3,4,1,1,3,1,3,0,10.0,satisfied,8,4,205,720,5
0,4,0,4,5,0,5,5,4,3,1,4,3,5,3,0.0,satisfied,159,1,770,402,2
1,1,5,1,2,4,1,4,4,4,4,1,4,3,38,45.0,satisfied,8,2,3746,109,6
3,3,3,3,5,3,4,5,1,4,2,3,3,5,0,0.0,neutral or dissatisfied,22,4,2576,541,5
4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0.0,satisfied,16,2,3248,314,4
2,3,2,4,1,2,1,1,1,3,4,4,3,1,0,0.0,neutral or dissatisfied,102,3,2200,68,2
2,2,2,2,3,5,4,4,4,4,4,4,4,3,39,37.0,satisfied,59,2,3202,79,2
3,3,3,5,5,3,5,5,5,2,5,3,4,5,33,25.0,neutral or dissatisfied,130,2,477,644,3
3,2,0,4,3,0,3,3,1,2,4,4,4,3,0,0.0,neutral or dissatisfied,120,3,3111,13,6
3,2,3,3,2,3,2,2,3,4,4,1,4,2,0,0.0,neutral or dissatisfied,166,3,359,178,5
4,3,3,3,5,4,5,5,2,4,4,1,4,5,3,0.0,neutral or dissatisfied,60,4,1233,53,5
1,1,1,1,1,1,1,1,1,4,4,2,4,1,0,6.0,neutral or dissatisfied,30,4,3515,56,6
5,2,5,4,1,5,1,1,3,2,3,3,4,1,0,16.0,satisfied,11,3,3735,325,6
4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,141,2,524,55,6
5,5,5,5,5,3,1,5,5,5,5,5,5,1,0,24.0,satisfied,17,2,3149,418,3
3,3,3,3,4,3,4,4,1,2,3,3,3,4,1,0.0,neutral or dissatisfied,147,3,2629,581,4
2,2,2,2,5,5,5,5,3,3,4,3,5,5,7,0.0,satisfied,72,2,2191,570,5
5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,60,2,1525,135,3
4,2,5,3,5,5,5,5,1,1,3,4,4,5,0,0.0,neutral or dissatisfied,26,3,60,57,1
5,2,2,2,5,5,5,1,1,1,5,5,1,5,124,134.0,satisfied,41,4,2368,649,5
2,4,4,5,2,4,2,2,4,3,5,3,5,2,0,0.0,neutral or dissatisfied,74,3,898,311,6
4,5,5,5,4,4,4,4,2,1,4,5,4,4,0,0.0,satisfied,35,4,966,535,2
1,1,1,1,5,5,5,5,5,3,5,3,4,5,3,19.0,satisfied,4,2,2212,696,2
3,3,3,2,3,3,3,3,5,5,5,3,5,3,6,0.0,neutral or dissatisfied,55,2,1239,154,5
5,4,5,3,1,5,1,1,5,5,5,5,5,1,0,0.0,satisfied,54,2,2317,628,6
3,2,2,2,2,4,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied,7,2,2818,587,4
1,5,1,4,5,5,4,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied,36,3,888,433,2
2,2,3,2,5,5,4,5,5,5,5,5,5,4,0,0.0,satisfied,78,2,1797,589,2
3,3,3,3,3,3,4,3,2,1,3,1,3,3,0,0.0,neutral or dissatisfied,197,4,3112,564,3
2,2,2,4,4,2,4,4,1,3,3,3,4,4,4,30.0,neutral or dissatisfied,2,4,1472,450,6
2,5,5,5,3,4,4,2,2,2,2,2,2,2,76,60.0,neutral or dissatisfied,33,2,1063,701,6
2,2,2,2,5,2,5,5,3,4,2,4,3,5,23,5.0,neutral or dissatisfied,2,4,675,272,2
3,5,5,5,3,3,3,3,3,3,4,2,3,3,49,38.0,neutral or dissatisfied,78,4,1977,660,4
5,5,5,2,3,5,3,3,4,5,4,4,4,3,0,0.0,satisfied,71,4,1577,608,1
2,1,1,1,2,2,2,4,4,2,4,2,3,2,0,0.0,neutral or dissatisfied,35,4,2221,252,3
1,5,1,2,5,1,1,5,5,5,5,4,5,5,27,20.0,neutral or dissatisfied,45,3,162,73,2
2,4,2,2,3,2,3,3,5,2,4,3,5,3,0,0.0,neutral or dissatisfied,26,3,3307,644,3
4,4,4,3,3,4,3,3,1,5,3,1,4,3,0,6.0,neutral or dissatisfied,105,4,382,306,5
2,5,2,1,5,2,5,5,3,1,5,1,4,5,0,7.0,neutral or dissatisfied,103,6,1754,623,6
5,5,5,5,5,5,5,5,3,3,5,3,4,5,0,0.0,satisfied,46,2,810,496,3
4,4,4,3,4,4,4,4,3,4,4,5,4,4,0,0.0,neutral or dissatisfied,99,3,1899,650,6
2,4,2,1,4,2,4,4,5,5,4,3,5,4,12,8.0,neutral or dissatisfied,106,3,2065,56,4
3,5,5,5,3,3,3,3,2,4,4,4,3,3,2,36.0,neutral or dissatisfied,4,2,1137,203,6
4,4,4,4,4,4,4,4,2,3,1,4,2,4,0,0.0,satisfied,64,4,2083,220,4
2,3,2,4,5,2,5,5,2,2,3,2,4,5,76,84.0,neutral or dissatisfied,169,3,1228,702,5
2,3,2,3,4,3,3,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied,31,3,1187,140,2
3,3,3,3,4,4,4,4,4,4,5,4,5,4,4,0.0,satisfied,214,2,357,552,6
2,1,1,3,1,3,4,4,4,1,4,3,4,1,0,0.0,neutral or dissatisfied,61,1,262,548,2
4,2,2,2,4,4,4,4,5,1,4,4,1,4,34,9.0,satisfied,30,4,1460,434,2
3,3,3,5,4,3,4,4,5,5,4,4,4,4,0,0.0,neutral or dissatisfied,181,2,2122,551,5
2,2,2,3,2,3,3,3,5,3,2,3,1,3,172,192.0,neutral or dissatisfied,111,4,2859,390,1
3,5,3,2,5,3,4,5,4,4,5,3,5,5,70,75.0,neutral or dissatisfied,88,2,407,321,5
4,0,4,2,3,4,3,3,5,5,5,3,4,3,4,0.0,neutral or dissatisfied,39,2,3795,489,1
4,4,4,4,4,4,4,4,5,5,4,2,2,4,29,17.0,satisfied,107,5,2164,524,2
4,2,4,4,4,4,4,4,1,4,3,4,3,4,0,0.0,satisfied,47,4,1195,254,4
1,5,1,1,4,4,4,4,5,5,5,4,5,4,338,316.0,satisfied,90,2,1461,513,3
3,1,4,4,3,4,3,3,4,4,3,2,3,3,5,2.0,neutral or dissatisfied,118,3,3656,84,4
2,5,5,5,2,2,2,2,4,1,4,1,3,2,23,12.0,neutral or dissatisfied,42,4,1609,164,3
2,2,2,2,4,5,4,5,5,4,5,3,5,4,0,0.0,satisfied,60,2,3523,678,2
4,5,4,2,1,4,1,1,5,4,5,5,4,1,0,0.0,neutral or dissatisfied,23,3,2913,432,5
1,1,2,1,2,4,4,4,4,4,4,3,4,5,25,13.0,satisfied,38,2,1218,509,6
2,1,1,1,3,3,3,2,2,2,2,3,2,3,17,10.0,neutral or dissatisfied,52,2,418,690,3
4,4,4,4,4,4,4,4,4,4,5,4,5,4,342,336.0,satisfied,73,2,1490,173,3
2,2,2,2,2,2,2,2,1,2,2,2,3,2,26,28.0,neutral or dissatisfied,126,5,1691,148,6
2,5,2,3,2,5,4,2,2,2,2,3,2,3,27,97.0,neutral or dissatisfied,7,3,3569,686,1
4,4,4,2,5,4,5,5,5,2,5,4,5,5,0,0.0,satisfied,135,2,748,328,4
3,3,3,3,1,3,1,1,1,3,3,1,2,1,14,18.0,neutral or dissatisfied,13,3,3739,139,3
3,5,3,5,2,3,2,2,5,4,5,3,5,2,0,0.0,neutral or dissatisfied,35,3,448,440,6
2,1,1,1,3,4,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,134,4,2855,542,3
3,0,3,2,3,3,4,3,5,4,3,4,3,3,0,0.0,neutral or dissatisfied,102,3,1212,60,1
2,4,2,5,2,2,5,2,4,5,4,4,5,2,0,0.0,neutral or dissatisfied,66,3,209,180,3
3,3,3,4,4,3,4,4,2,2,4,4,4,4,29,6.0,neutral or dissatisfied,144,2,1097,20,2
3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3.0,neutral or dissatisfied,77,3,96,110,2
5,5,2,5,4,4,5,5,5,4,5,4,5,4,0,0.0,satisfied,127,2,3052,286,2
2,3,1,4,1,1,1,1,4,5,3,3,3,1,12,5.0,neutral or dissatisfied,119,3,2894,301,6
5,3,5,5,3,5,5,4,4,5,4,5,4,5,0,0.0,satisfied,141,2,1547,204,2
3,2,3,2,2,3,2,2,3,4,3,2,2,2,0,0.0,neutral or dissatisfied,33,3,3076,268,6
3,5,3,2,3,3,3,3,4,3,5,4,4,3,0,0.0,neutral or dissatisfied,83,3,51,372,6
1,1,2,1,5,5,5,5,5,2,5,4,4,5,0,47.0,satisfied,43,2,3366,66,4
5,4,1,1,5,5,5,5,5,3,4,1,2,5,14,14.46135195,satisfied,118,5,563,215,1
1,5,1,4,2,5,5,5,5,1,5,4,5,5,0,0.0,neutral or dissatisfied,17,6,1584,688,6
1,1,1,1,4,4,4,4,4,2,4,4,4,4,0,5.0,satisfied,28,2,3353,269,5
3,4,3,4,3,3,4,3,3,2,4,1,3,3,0,2.0,neutral or dissatisfied,84,4,133,530,3
4,4,4,4,5,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,75,2,842,147,5
5,5,5,5,4,4,4,4,4,4,4,4,4,1,0,0.0,satisfied,224,2,3653,155,1
5,0,5,3,4,5,4,4,4,3,4,2,1,4,44,41.0,satisfied,55,4,1897,501,2
2,5,2,2,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied,8,2,1362,30,6
5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,9.0,satisfied,104,2,887,641,4
2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,8.0,satisfied,113,2,1047,461,3
2,4,4,4,2,2,2,4,2,2,2,2,3,2,0,0.0,neutral or dissatisfied,57,2,486,443,5
3,3,5,3,2,4,5,2,2,2,2,5,2,1,0,0.0,satisfied,116,2,3598,136,5
4,5,4,3,5,4,5,5,5,1,5,5,4,5,0,0.0,neutral or dissatisfied,117,3,3764,575,4
3,3,3,3,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,38,2,87,662,5
5,0,5,4,2,5,2,2,5,1,2,3,1,2,0,9.0,satisfied,209,4,1072,148,4
4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0.0,satisfied,41,2,1891,654,4
4,5,4,1,2,4,1,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied,80,3,1849,147,1
0,0,0,1,4,0,4,4,5,4,5,3,5,4,0,0.0,satisfied,85,4,673,605,6
3,3,3,3,4,3,4,4,3,3,5,3,5,4,3,0.0,satisfied,72,2,2497,294,3
3,3,3,3,5,5,5,5,5,4,5,5,5,3,11,13.0,satisfied,107,2,518,457,6
2,1,1,4,2,1,3,2,4,4,4,4,3,2,0,3.0,neutral or dissatisfied,153,3,1685,306,3
3,5,5,5,3,3,3,3,2,4,4,2,3,3,4,0.0,neutral or dissatisfied,214,2,3099,390,6
1,3,0,3,3,0,3,3,2,2,2,2,3,3,1,15.0,neutral or dissatisfied,5,1,1349,26,4
