flight_key,Flight Distance,Origin_Airport,Destination_Airport,Origin_Airport_Name,Origin_Latitude,Origin_Longitude,Dest_Airport_Name,Dest_Latitude,Dest_Longitude
2873,2441,JFK,LAS,John F. Kennedy Intl,40.6413,-73.7781,Las Vegas McCarran Intl,36.084,-115.1537
2874,3042,ORD,SFO,Chicago O’Hare Intl,41.9742,-87.9073,San Francisco Intl,37.6213,-122.379
2875,2126,LAX,ATL,Los Angeles Intl,33.9416,-118.4085,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2876,2596,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2877,1580,IAH,SFO,George Bush Intercontinental,29.9902,-95.3368,San Francisco Intl,37.6213,-122.379
2878,3976,DFW,MSP,Dallas/Fort Worth Intl,32.8998,-97.0403,Minneapolis–Saint Paul Intl,44.883,-93.21
2879,3310,DEN,MSP,Denver Intl,39.8561,-104.6737,Minneapolis–Saint Paul Intl,44.883,-93.21
2880,3368,DFW,BOS,Dallas/Fort Worth Intl,32.8998,-97.0403,Boston Logan Intl,42.3656,-71.0096
2881,3642,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
2882,2887,PHX,SFO,Phoenix Sky Harbor Intl,33.4342,-112.0116,San Francisco Intl,37.6213,-122.379
2883,3370,IAH,BOS,George Bush Intercontinental,29.9902,-95.3368,Boston Logan Intl,42.3656,-71.0096
2884,3359,MSP,DEN,Minneapolis–Saint Paul Intl,44.883,-93.21,Denver Intl,39.8561,-104.6737
2885,2955,CLT,SEA,Charlotte Douglas Intl,35.214,-80.9431,Seattle-Tacoma Intl,47.4502,-122.3088
2886,3968,ORD,LAX,Chicago O’Hare Intl,41.9742,-87.9073,Los Angeles Intl,33.9416,-118.4085
2887,3505,SEA,MIA,Seattle-Tacoma Intl,47.4502,-122.3088,Miami Intl,25.7959,-80.287
2888,2740,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
2889,2681,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
2890,2186,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
2891,2919,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
2892,2132,LAX,ORD,Los Angeles Intl,33.9416,-118.4085,Chicago O’Hare Intl,41.9742,-87.9073
2893,2572,ATL,CLT,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Charlotte Douglas Intl,35.214,-80.9431
2894,3379,IAH,SEA,George Bush Intercontinental,29.9902,-95.3368,Seattle-Tacoma Intl,47.4502,-122.3088
2895,3604,DFW,ATL,Dallas/Fort Worth Intl,32.8998,-97.0403,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2896,1078,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
2897,2666,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
2898,832,LAS,MSP,Las Vegas McCarran Intl,36.084,-115.1537,Minneapolis–Saint Paul Intl,44.883,-93.21
2899,1731,PHX,MSP,Phoenix Sky Harbor Intl,33.4342,-112.0116,Minneapolis–Saint Paul Intl,44.883,-93.21
2900,3872,SFO,MSP,San Francisco Intl,37.6213,-122.379,Minneapolis–Saint Paul Intl,44.883,-93.21
2901,3832,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
2902,2987,CLT,SFO,Charlotte Douglas Intl,35.214,-80.9431,San Francisco Intl,37.6213,-122.379
2903,2889,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
2904,382,SFO,ATL,San Francisco Intl,37.6213,-122.379,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2905,3487,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
2906,1681,MSP,SEA,Minneapolis–Saint Paul Intl,44.883,-93.21,Seattle-Tacoma Intl,47.4502,-122.3088
2907,3831,SFO,DFW,San Francisco Intl,37.6213,-122.379,Dallas/Fort Worth Intl,32.8998,-97.0403
2908,2499,MSP,BOS,Minneapolis–Saint Paul Intl,44.883,-93.21,Boston Logan Intl,42.3656,-71.0096
2909,1822,SEA,PHX,Seattle-Tacoma Intl,47.4502,-122.3088,Phoenix Sky Harbor Intl,33.4342,-112.0116
2910,2181,ATL,DEN,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Denver Intl,39.8561,-104.6737
2911,1848,BOS,LAX,Boston Logan Intl,42.3656,-71.0096,Los Angeles Intl,33.9416,-118.4085
2912,2541,IAH,PHX,George Bush Intercontinental,29.9902,-95.3368,Phoenix Sky Harbor Intl,33.4342,-112.0116
2913,3192,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
2914,959,SEA,MSP,Seattle-Tacoma Intl,47.4502,-122.3088,Minneapolis–Saint Paul Intl,44.883,-93.21
2915,2685,DFW,CLT,Dallas/Fort Worth Intl,32.8998,-97.0403,Charlotte Douglas Intl,35.214,-80.9431
2916,1425,DFW,CLT,Dallas/Fort Worth Intl,32.8998,-97.0403,Charlotte Douglas Intl,35.214,-80.9431
2917,2842,DFW,JFK,Dallas/Fort Worth Intl,32.8998,-97.0403,John F. Kennedy Intl,40.6413,-73.7781
2918,2876,JFK,ORD,John F. Kennedy Intl,40.6413,-73.7781,Chicago O’Hare Intl,41.9742,-87.9073
2919,3878,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
2920,3809,JFK,SFO,John F. Kennedy Intl,40.6413,-73.7781,San Francisco Intl,37.6213,-122.379
2921,3409,ATL,MIA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Miami Intl,25.7959,-80.287
2922,1140,CLT,ORD,Charlotte Douglas Intl,35.214,-80.9431,Chicago O’Hare Intl,41.9742,-87.9073
2923,3588,SEA,LAX,Seattle-Tacoma Intl,47.4502,-122.3088,Los Angeles Intl,33.9416,-118.4085
2924,1155,IAH,SFO,George Bush Intercontinental,29.9902,-95.3368,San Francisco Intl,37.6213,-122.379
2925,2117,BOS,SFO,Boston Logan Intl,42.3656,-71.0096,San Francisco Intl,37.6213,-122.379
2926,785,MSP,DFW,Minneapolis–Saint Paul Intl,44.883,-93.21,Dallas/Fort Worth Intl,32.8998,-97.0403
2927,2178,PHX,DFW,Phoenix Sky Harbor Intl,33.4342,-112.0116,Dallas/Fort Worth Intl,32.8998,-97.0403
2928,2587,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
2929,3645,SFO,LAS,San Francisco Intl,37.6213,-122.379,Las Vegas McCarran Intl,36.084,-115.1537
2930,2155,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
2931,1875,JFK,IAH,John F. Kennedy Intl,40.6413,-73.7781,George Bush Intercontinental,29.9902,-95.3368
2932,3174,DEN,IAH,Denver Intl,39.8561,-104.6737,George Bush Intercontinental,29.9902,-95.3368
2933,3168,JFK,ATL,John F. Kennedy Intl,40.6413,-73.7781,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2934,1732,CLT,ATL,Charlotte Douglas Intl,35.214,-80.9431,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2935,3592,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
2936,2810,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
2937,2575,MIA,ORD,Miami Intl,25.7959,-80.287,Chicago O’Hare Intl,41.9742,-87.9073
2938,3892,MSP,IAH,Minneapolis–Saint Paul Intl,44.883,-93.21,George Bush Intercontinental,29.9902,-95.3368
2939,2233,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
2940,2605,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
2941,2634,BOS,ORD,Boston Logan Intl,42.3656,-71.0096,Chicago O’Hare Intl,41.9742,-87.9073
2942,2871,MIA,LAS,Miami Intl,25.7959,-80.287,Las Vegas McCarran Intl,36.084,-115.1537
2943,3556,IAH,MSP,George Bush Intercontinental,29.9902,-95.3368,Minneapolis–Saint Paul Intl,44.883,-93.21
2944,716,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
2945,2343,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
2946,2263,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
2947,2593,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
2948,2470,BOS,SEA,Boston Logan Intl,42.3656,-71.0096,Seattle-Tacoma Intl,47.4502,-122.3088
2949,3416,PHX,MIA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Miami Intl,25.7959,-80.287
2950,518,DEN,IAH,Denver Intl,39.8561,-104.6737,George Bush Intercontinental,29.9902,-95.3368
2951,3894,DFW,PHX,Dallas/Fort Worth Intl,32.8998,-97.0403,Phoenix Sky Harbor Intl,33.4342,-112.0116
2952,2543,LAX,JFK,Los Angeles Intl,33.9416,-118.4085,John F. Kennedy Intl,40.6413,-73.7781
2953,3059,SEA,MSP,Seattle-Tacoma Intl,47.4502,-122.3088,Minneapolis–Saint Paul Intl,44.883,-93.21
2954,3402,ORD,JFK,Chicago O’Hare Intl,41.9742,-87.9073,John F. Kennedy Intl,40.6413,-73.7781
2955,1287,DFW,SEA,Dallas/Fort Worth Intl,32.8998,-97.0403,Seattle-Tacoma Intl,47.4502,-122.3088
2956,1256,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
2957,3350,SFO,DEN,San Francisco Intl,37.6213,-122.379,Denver Intl,39.8561,-104.6737
2958,2078,BOS,LAS,Boston Logan Intl,42.3656,-71.0096,Las Vegas McCarran Intl,36.084,-115.1537
2959,3616,MIA,ORD,Miami Intl,25.7959,-80.287,Chicago O’Hare Intl,41.9742,-87.9073
2960,3646,LAX,CLT,Los Angeles Intl,33.9416,-118.4085,Charlotte Douglas Intl,35.214,-80.9431
2961,3717,ORD,BOS,Chicago O’Hare Intl,41.9742,-87.9073,Boston Logan Intl,42.3656,-71.0096
2962,586,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
2963,1539,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
2964,1040,ATL,LAX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Los Angeles Intl,33.9416,-118.4085
2965,3209,SFO,JFK,San Francisco Intl,37.6213,-122.379,John F. Kennedy Intl,40.6413,-73.7781
2966,3882,LAX,IAH,Los Angeles Intl,33.9416,-118.4085,George Bush Intercontinental,29.9902,-95.3368
2967,3315,DEN,JFK,Denver Intl,39.8561,-104.6737,John F. Kennedy Intl,40.6413,-73.7781
2968,2584,MSP,SEA,Minneapolis–Saint Paul Intl,44.883,-93.21,Seattle-Tacoma Intl,47.4502,-122.3088
2969,3837,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
2970,1782,ORD,SEA,Chicago O’Hare Intl,41.9742,-87.9073,Seattle-Tacoma Intl,47.4502,-122.3088
2971,2211,CLT,LAS,Charlotte Douglas Intl,35.214,-80.9431,Las Vegas McCarran Intl,36.084,-115.1537
2972,1760,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
2973,3367,ATL,JFK,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,John F. Kennedy Intl,40.6413,-73.7781
2974,3027,SFO,LAS,San Francisco Intl,37.6213,-122.379,Las Vegas McCarran Intl,36.084,-115.1537
2975,2085,DEN,ORD,Denver Intl,39.8561,-104.6737,Chicago O’Hare Intl,41.9742,-87.9073
2976,2330,ATL,BOS,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Boston Logan Intl,42.3656,-71.0096
2977,2360,JFK,ORD,John F. Kennedy Intl,40.6413,-73.7781,Chicago O’Hare Intl,41.9742,-87.9073
2978,2669,DEN,PHX,Denver Intl,39.8561,-104.6737,Phoenix Sky Harbor Intl,33.4342,-112.0116
2979,2567,MSP,CLT,Minneapolis–Saint Paul Intl,44.883,-93.21,Charlotte Douglas Intl,35.214,-80.9431
2980,1450,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2981,2885,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
2982,2571,SFO,MSP,San Francisco Intl,37.6213,-122.379,Minneapolis–Saint Paul Intl,44.883,-93.21
2983,1769,PHX,IAH,Phoenix Sky Harbor Intl,33.4342,-112.0116,George Bush Intercontinental,29.9902,-95.3368
2984,1643,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
2985,3662,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
2986,3531,LAS,IAH,Las Vegas McCarran Intl,36.084,-115.1537,George Bush Intercontinental,29.9902,-95.3368
2987,3106,IAH,DFW,George Bush Intercontinental,29.9902,-95.3368,Dallas/Fort Worth Intl,32.8998,-97.0403
2988,2665,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
2989,1789,MIA,MSP,Miami Intl,25.7959,-80.287,Minneapolis–Saint Paul Intl,44.883,-93.21
2990,2730,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
2991,1049,MIA,MSP,Miami Intl,25.7959,-80.287,Minneapolis–Saint Paul Intl,44.883,-93.21
2992,1106,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
2993,831,ORD,DEN,Chicago O’Hare Intl,41.9742,-87.9073,Denver Intl,39.8561,-104.6737
2994,350,SFO,BOS,San Francisco Intl,37.6213,-122.379,Boston Logan Intl,42.3656,-71.0096
2995,2686,DEN,DFW,Denver Intl,39.8561,-104.6737,Dallas/Fort Worth Intl,32.8998,-97.0403
2996,3345,LAX,SFO,Los Angeles Intl,33.9416,-118.4085,San Francisco Intl,37.6213,-122.379
2997,1088,ORD,MSP,Chicago O’Hare Intl,41.9742,-87.9073,Minneapolis–Saint Paul Intl,44.883,-93.21
2998,1338,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
2999,1038,JFK,DFW,John F. Kennedy Intl,40.6413,-73.7781,Dallas/Fort Worth Intl,32.8998,-97.0403
3000,3012,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
3001,3739,SFO,IAH,San Francisco Intl,37.6213,-122.379,George Bush Intercontinental,29.9902,-95.3368
3002,3788,MIA,MSP,Miami Intl,25.7959,-80.287,Minneapolis–Saint Paul Intl,44.883,-93.21
3003,3207,ATL,BOS,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Boston Logan Intl,42.3656,-71.0096
3004,1177,PHX,LAX,Phoenix Sky Harbor Intl,33.4342,-112.0116,Los Angeles Intl,33.9416,-118.4085
3005,2464,SFO,ATL,San Francisco Intl,37.6213,-122.379,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3006,3663,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
3007,1169,CLT,DFW,Charlotte Douglas Intl,35.214,-80.9431,Dallas/Fort Worth Intl,32.8998,-97.0403
3008,3570,LAS,IAH,Las Vegas McCarran Intl,36.084,-115.1537,George Bush Intercontinental,29.9902,-95.3368
3009,769,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3010,3798,DFW,JFK,Dallas/Fort Worth Intl,32.8998,-97.0403,John F. Kennedy Intl,40.6413,-73.7781
3011,2018,BOS,DFW,Boston Logan Intl,42.3656,-71.0096,Dallas/Fort Worth Intl,32.8998,-97.0403
3012,824,JFK,ATL,John F. Kennedy Intl,40.6413,-73.7781,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3013,3457,BOS,ATL,Boston Logan Intl,42.3656,-71.0096,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3014,2413,SFO,MSP,San Francisco Intl,37.6213,-122.379,Minneapolis–Saint Paul Intl,44.883,-93.21
3015,3318,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
3016,3498,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3017,450,DFW,SEA,Dallas/Fort Worth Intl,32.8998,-97.0403,Seattle-Tacoma Intl,47.4502,-122.3088
3018,3933,SEA,BOS,Seattle-Tacoma Intl,47.4502,-122.3088,Boston Logan Intl,42.3656,-71.0096
3019,3689,DEN,SEA,Denver Intl,39.8561,-104.6737,Seattle-Tacoma Intl,47.4502,-122.3088
3020,1375,ATL,LAX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Los Angeles Intl,33.9416,-118.4085
3021,3237,DFW,PHX,Dallas/Fort Worth Intl,32.8998,-97.0403,Phoenix Sky Harbor Intl,33.4342,-112.0116
3022,3615,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
3023,3566,MIA,SFO,Miami Intl,25.7959,-80.287,San Francisco Intl,37.6213,-122.379
3024,1973,SEA,LAS,Seattle-Tacoma Intl,47.4502,-122.3088,Las Vegas McCarran Intl,36.084,-115.1537
3025,2020,ATL,SEA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Seattle-Tacoma Intl,47.4502,-122.3088
3026,3355,PHX,SEA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Seattle-Tacoma Intl,47.4502,-122.3088
3027,2157,JFK,PHX,John F. Kennedy Intl,40.6413,-73.7781,Phoenix Sky Harbor Intl,33.4342,-112.0116
3028,1719,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
3029,3926,SFO,MSP,San Francisco Intl,37.6213,-122.379,Minneapolis–Saint Paul Intl,44.883,-93.21
3030,1711,DFW,PHX,Dallas/Fort Worth Intl,32.8998,-97.0403,Phoenix Sky Harbor Intl,33.4342,-112.0116
3031,2309,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
3032,3959,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
3033,3107,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
3034,2038,LAX,ATL,Los Angeles Intl,33.9416,-118.4085,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3035,1312,CLT,LAX,Charlotte Douglas Intl,35.214,-80.9431,Los Angeles Intl,33.9416,-118.4085
3036,1936,DEN,MIA,Denver Intl,39.8561,-104.6737,Miami Intl,25.7959,-80.287
3037,2682,CLT,IAH,Charlotte Douglas Intl,35.214,-80.9431,George Bush Intercontinental,29.9902,-95.3368
3038,2514,PHX,SFO,Phoenix Sky Harbor Intl,33.4342,-112.0116,San Francisco Intl,37.6213,-122.379
3039,3323,DEN,LAX,Denver Intl,39.8561,-104.6737,Los Angeles Intl,33.9416,-118.4085
3040,1625,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
3041,2859,JFK,LAX,John F. Kennedy Intl,40.6413,-73.7781,Los Angeles Intl,33.9416,-118.4085
3042,2827,SEA,MSP,Seattle-Tacoma Intl,47.4502,-122.3088,Minneapolis–Saint Paul Intl,44.883,-93.21
3043,318,LAX,ATL,Los Angeles Intl,33.9416,-118.4085,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3044,3341,ORD,LAS,Chicago O’Hare Intl,41.9742,-87.9073,Las Vegas McCarran Intl,36.084,-115.1537
3045,1527,JFK,SFO,John F. Kennedy Intl,40.6413,-73.7781,San Francisco Intl,37.6213,-122.379
3046,2714,CLT,IAH,Charlotte Douglas Intl,35.214,-80.9431,George Bush Intercontinental,29.9902,-95.3368
3047,2303,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
3048,2544,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
3049,2341,ORD,LAS,Chicago O’Hare Intl,41.9742,-87.9073,Las Vegas McCarran Intl,36.084,-115.1537
3050,3528,JFK,LAS,John F. Kennedy Intl,40.6413,-73.7781,Las Vegas McCarran Intl,36.084,-115.1537
3051,658,JFK,LAX,John F. Kennedy Intl,40.6413,-73.7781,Los Angeles Intl,33.9416,-118.4085
3052,4817,LAX,IAH,Los Angeles Intl,33.9416,-118.4085,George Bush Intercontinental,29.9902,-95.3368
3053,3417,SFO,PHX,San Francisco Intl,37.6213,-122.379,Phoenix Sky Harbor Intl,33.4342,-112.0116
3054,3242,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
3055,1692,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
3056,1996,JFK,DEN,John F. Kennedy Intl,40.6413,-73.7781,Denver Intl,39.8561,-104.6737
3057,1447,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
3058,3002,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3059,3619,LAX,SEA,Los Angeles Intl,33.9416,-118.4085,Seattle-Tacoma Intl,47.4502,-122.3088
3060,3727,SFO,ORD,San Francisco Intl,37.6213,-122.379,Chicago O’Hare Intl,41.9742,-87.9073
3061,3970,LAS,DFW,Las Vegas McCarran Intl,36.084,-115.1537,Dallas/Fort Worth Intl,32.8998,-97.0403
3062,1783,DFW,MSP,Dallas/Fort Worth Intl,32.8998,-97.0403,Minneapolis–Saint Paul Intl,44.883,-93.21
3063,1864,SEA,MIA,Seattle-Tacoma Intl,47.4502,-122.3088,Miami Intl,25.7959,-80.287
3064,1960,JFK,DFW,John F. Kennedy Intl,40.6413,-73.7781,Dallas/Fort Worth Intl,32.8998,-97.0403
3065,2982,CLT,BOS,Charlotte Douglas Intl,35.214,-80.9431,Boston Logan Intl,42.3656,-71.0096
3066,3578,BOS,CLT,Boston Logan Intl,42.3656,-71.0096,Charlotte Douglas Intl,35.214,-80.9431
3067,636,DFW,MSP,Dallas/Fort Worth Intl,32.8998,-97.0403,Minneapolis–Saint Paul Intl,44.883,-93.21
3068,2268,DEN,LAS,Denver Intl,39.8561,-104.6737,Las Vegas McCarran Intl,36.084,-115.1537
3069,3459,IAH,SFO,George Bush Intercontinental,29.9902,-95.3368,San Francisco Intl,37.6213,-122.379
3070,1955,IAH,DFW,George Bush Intercontinental,29.9902,-95.3368,Dallas/Fort Worth Intl,32.8998,-97.0403
3071,3400,MSP,LAS,Minneapolis–Saint Paul Intl,44.883,-93.21,Las Vegas McCarran Intl,36.084,-115.1537
3072,1583,MSP,ATL,Minneapolis–Saint Paul Intl,44.883,-93.21,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3073,1511,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
3074,2545,SFO,DFW,San Francisco Intl,37.6213,-122.379,Dallas/Fort Worth Intl,32.8998,-97.0403
3075,3117,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
3076,3267,LAS,JFK,Las Vegas McCarran Intl,36.084,-115.1537,John F. Kennedy Intl,40.6413,-73.7781
3077,2635,LAS,MSP,Las Vegas McCarran Intl,36.084,-115.1537,Minneapolis–Saint Paul Intl,44.883,-93.21
3078,3947,MIA,ATL,Miami Intl,25.7959,-80.287,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3079,3007,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
3080,3430,CLT,ORD,Charlotte Douglas Intl,35.214,-80.9431,Chicago O’Hare Intl,41.9742,-87.9073
3081,1997,ATL,PHX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Phoenix Sky Harbor Intl,33.4342,-112.0116
3082,2302,CLT,LAX,Charlotte Douglas Intl,35.214,-80.9431,Los Angeles Intl,33.9416,-118.4085
3083,1677,SEA,MIA,Seattle-Tacoma Intl,47.4502,-122.3088,Miami Intl,25.7959,-80.287
3084,1818,DFW,MSP,Dallas/Fort Worth Intl,32.8998,-97.0403,Minneapolis–Saint Paul Intl,44.883,-93.21
3085,2235,ORD,CLT,Chicago O’Hare Intl,41.9742,-87.9073,Charlotte Douglas Intl,35.214,-80.9431
3086,3419,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3087,3449,IAH,CLT,George Bush Intercontinental,29.9902,-95.3368,Charlotte Douglas Intl,35.214,-80.9431
3088,3413,SFO,LAS,San Francisco Intl,37.6213,-122.379,Las Vegas McCarran Intl,36.084,-115.1537
3089,2408,CLT,MIA,Charlotte Douglas Intl,35.214,-80.9431,Miami Intl,25.7959,-80.287
3090,2886,ORD,MIA,Chicago O’Hare Intl,41.9742,-87.9073,Miami Intl,25.7959,-80.287
3091,3721,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
3092,2507,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
3093,2589,DEN,PHX,Denver Intl,39.8561,-104.6737,Phoenix Sky Harbor Intl,33.4342,-112.0116
3094,3769,DFW,LAS,Dallas/Fort Worth Intl,32.8998,-97.0403,Las Vegas McCarran Intl,36.084,-115.1537
3095,279,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
3096,1029,SEA,ATL,Seattle-Tacoma Intl,47.4502,-122.3088,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
3097,3404,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
3098,3405,ATL,SEA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Seattle-Tacoma Intl,47.4502,-122.3088
3099,3787,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
3100,2847,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
3101,2170,DEN,ORD,Denver Intl,39.8561,-104.6737,Chicago O’Hare Intl,41.9742,-87.9073
3102,3489,DFW,PHX,Dallas/Fort Worth Intl,32.8998,-97.0403,Phoenix Sky Harbor Intl,33.4342,-112.0116
3103,1513,JFK,SFO,John F. Kennedy Intl,40.6413,-73.7781,San Francisco Intl,37.6213,-122.379
